Altium Designer Pick and Place Locations
C:\projects\hcu_hardware\hardware\zeleno_hcucc_r1\.\REV1.2\Pick Place\Pick Place for hcucc_r1.2(NREL_Production).txt

========================================================================================================================
File Design Information:

Date:       29/07/24
Time:       01:19
Revision:   b1aa59978447bcba6e1cb286160fb2aa1bdb8dfd
Variant:    NREL_Production
Units used: mil

Designator Comment                  Layer       Footprint               Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                                           
D1         LTST-C190KRKT            TopLayer    LEDC1608X35N            1103.260      -39.371       90       "Red 631nm LED Indication - Discrete 2V 0603"                                                                                                         
C205       100p                     TopLayer    MURATA_0201             2096.457      541.929       270      "CAPACITOR, CERAMIC C0G/NP0, 100pF, 50V, -2%/+2%, -55DEGC/+125DEGC, 0201, SMD"                                                                        
C204       100p                     TopLayer    MURATA_0201             2096.457      591.142       90       "CAPACITOR, CERAMIC C0G/NP0, 100pF, 50V, -2%/+2%, -55DEGC/+125DEGC, 0201, SMD"                                                                        
C203       3p                       TopLayer    MURATA_0201             1751.301      616.322       180      "CAPACITOR, CERAMIC C0G/NP0, 3pF, 50V, -0.1pF/+0.1pF, -55DEGC/+125DEGC, 0201, SMD"                                                                    
C202       12p                      TopLayer    MURATA_0201             1919.214      586.203       90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 12pF C0G 0402 5%"                                                                                   
C201       3.6p                     TopLayer    MURATA_0201             1850.317      586.203       270      "CAPACITOR, CERAMIC C0G/NP0, 3.6pF, 50V, -0.1pF/+0.1pF, -55DEGC/+125DEGC, 0201, SMD"                                                                  
C200       2.2p                     TopLayer    MURATA_0201             1732.206      567.700       90       "CAPACITOR, CERAMIC C0G/NP0, 2.2pF, 50V, -0.1pF/+0.1pF, -55DEGC/+125DEGC, 0201, SMD"                                                                  
C199       100p                     TopLayer    MURATA_0201             2263.780      571.457       270      "CAPACITOR, CERAMIC C0G/NP0, 100pF, 50V, -2%/+2%, -55DEGC/+125DEGC, 0201, SMD"                                                                        
C198       100p                     TopLayer    MURATA_0201             1948.742      607.070       270      "CAPACITOR, CERAMIC C0G/NP0, 100pF, 50V, -2%/+2%, -55DEGC/+125DEGC, 0201, SMD"                                                                        
C173       330n                     TopLayer    MURATA_0402             1840.157      816.929       0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0402 X5R 0.33 F 20 63VDC"                                                                               
C172       100n                     TopLayer    MURATA_0402             1867.123      974.406       180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.1 uF 50 VDC 10% 0402 X7R AEC-Q200"                                                                    
C170       100n                     TopLayer    MURATA_0402             1673.228      974.410       180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.1 uF 50 VDC 10% 0402 X7R AEC-Q200"                                                                    
C169       4.7u                     TopLayer    MURATA_0402             1673.228      1013.780      180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 16V 4.7uF X5R 0402 20%"                                                                                 
C168       100n                     TopLayer    MURATA_0402             1771.653      994.095       270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.1 uF 50 VDC 10% 0402 X7R AEC-Q200"                                                                    
C167       100n                     TopLayer    MURATA_0402             1919.291      856.299       270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.1 uF 50 VDC 10% 0402 X7R AEC-Q200"                                                                    
C165       100n                     TopLayer    MURATA_0402             1938.976      915.354       0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.1 uF 50 VDC 10% 0402 X7R AEC-Q200"                                                                    
C164       4.7u                     TopLayer    MURATA_0402             1958.661      856.299       270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 16V 4.7uF X5R 0402 20%"                                                                                 
C163       100n                     TopLayer    MURATA_0402             1811.024      994.095       270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.1 uF 50 VDC 10% 0402 X7R AEC-Q200"                                                                    
C77        100n                     TopLayer    MURATA_0402             2322.835      393.701       0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.1 uF 50 VDC 10% 0402 X7R AEC-Q200"                                                                    
C76        1u                       TopLayer    MURATA_0402             2322.835      433.071       180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 1 uF 50 VDC 10% 0402 X5R"                                                                               
C75        100n                     TopLayer    MURATA_0402             2027.559      9.842         0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.1 uF 50 VDC 10% 0402 X7R AEC-Q200"                                                                    
C74        1u                       TopLayer    MURATA_0402             1929.134      9.842         0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 1 uF 50 VDC 10% 0402 X5R"                                                                               
C72        1u                       TopLayer    MURATA_0402             1771.653      147.638       90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 1 uF 50 VDC 10% 0402 X5R"                                                                               
C71        100n                     TopLayer    MURATA_0402             1732.284      147.638       270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.1 uF 50 VDC 10% 0402 X7R AEC-Q200"                                                                    
C70        100n                     TopLayer    MURATA_0402             950.787       856.299       0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.1 uF 50 VDC 10% 0402 X7R AEC-Q200"                                                                    
C64        100n                     TopLayer    MURATA_0402             1764.428      254.483       270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.1 uF 50 VDC 10% 0402 X7R AEC-Q200"                                                                    
C63        100n                     TopLayer    MURATA_0402             1755.111      393.296       0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.1 uF 50 VDC 10% 0402 X7R AEC-Q200"                                                                    
C62        22u                      TopLayer    MURATA_0603             1672.229      24.091        0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0603 22uF 6.3volts *Derate Voltage/Temp"                                                                
C61        1u                       TopLayer    MURATA_0402             1306.019      153.161       180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 1 uF 50 VDC 10% 0402 X5R"                                                                               
C60        3p                       TopLayer    MURATA_0201             1810.947      567.109       180      "CAPACITOR, CERAMIC C0G/NP0, 3pF, 50V, -0.1pF/+0.1pF, -55DEGC/+125DEGC, 0201, SMD"                                                                    
C59        100p                     TopLayer    MURATA_0201             1751.301      517.896       180      "CAPACITOR, CERAMIC C0G/NP0, 100pF, 50V, -2%/+2%, -55DEGC/+125DEGC, 0201, SMD"                                                                        
C58        100p                     TopLayer    MURATA_0201             2145.079      492.126       0        "CAPACITOR, CERAMIC C0G/NP0, 100pF, 50V, -2%/+2%, -55DEGC/+125DEGC, 0201, SMD"                                                                        
C57        100n                     TopLayer    MURATA_0402             2086.614      492.126       180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.1 uF 50 VDC 10% 0402 X7R AEC-Q200"                                                                    
C56        1p                       TopLayer    MURATA_0201             1700.278      509.298       270      "CAPACITOR, CERAMIC C0G/NP0, 1pF, 50V, -0.1pF/+0.1pF, -55DEGC/+125DEGC, 0201, SMD"                                                                    
C54        1p                       TopLayer    MURATA_0201             1819.570      507.526       270      "CAPACITOR, CERAMIC C0G/NP0, 1pF, 50V, -0.1pF/+0.1pF, -55DEGC/+125DEGC, 0201, SMD"                                                                    
C53        12p                      TopLayer    MURATA_0201             1938.271      497.684       180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 12pF C0G 0402 5%"                                                                                   
C51        1p                       TopLayer    MURATA_0201             1740.239      459.495       180      "CAPACITOR, CERAMIC C0G/NP0, 1pF, 50V, -0.1pF/+0.1pF, -55DEGC/+125DEGC, 0201, SMD"                                                                    
C50        12p                      TopLayer    MURATA_0201             1741.420      428.786       0        "Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 12pF C0G 0402 5%"                                                                                   
C48        100n                     TopLayer    MURATA_0402             1726.239      256.324       270      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.1 uF 50 VDC 10% 0402 X7R AEC-Q200"                                                                    
C47        100n                     TopLayer    MURATA_0402             1306.044      192.304       180      "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.1 uF 50 VDC 10% 0402 X7R AEC-Q200"                                                                    
C46        100n                     TopLayer    MURATA_0402             1315.620      420.602       90       "Multilayer Ceramic Capacitors MLCC - SMD/SMT 0.1 uF 50 VDC 10% 0402 X7R AEC-Q200"                                                                    
